id,aluno_id,curso_id,data_matricula,status_matricula,data_conclusao
513,258,27,2024-11-03 04:08:49,ativa,default
514,33,23,2023-12-25 17:45:05,ativa,default
515,289,44,2024-07-13 18:09:54,ativa,default
516,156,51,2025-08-17 23:46:30,ativa,default
517,242,78,2023-12-22 16:41:47,ativa,default
518,260,68,2025-02-03 18:33:06,ativa,default
519,298,45,2024-03-07 00:46:56,concluida,2024-03-20 00:46:56
520,24,4,2025-05-17 14:49:40,pendente,default
521,55,64,2023-12-01 05:55:05,ativa,default
522,119,31,2025-07-11 16:55:43,concluida,2025-09-03 16:55:43
523,216,9,2025-08-24 00:59:06,ativa,default
524,20,10,2024-07-31 09:38:06,ativa,default
525,16,23,2024-12-02 19:20:38,ativa,default
526,194,18,2024-01-13 02:22:23,ativa,default
527,101,33,2024-06-11 07:20:04,ativa,default
528,116,26,2025-05-14 07:27:36,concluida,2025-08-30 07:27:36
529,99,12,2024-03-09 22:22:52,ativa,default
530,50,27,2025-09-22 18:08:46,concluida,2025-10-26 23:15:49
531,209,73,2024-04-15 20:38:37,ativa,default
532,271,64,2025-04-15 15:42:35,ativa,default
533,243,65,2024-10-31 10:17:04,ativa,default
534,287,18,2025-08-19 07:17:05,ativa,default
535,193,10,2024-03-23 20:25:07,pendente,default
536,265,39,2025-07-15 18:58:13,ativa,default
537,27,77,2024-04-21 11:12:55,pendente,default
538,149,33,2024-09-22 10:13:58,pendente,default
539,81,37,2025-08-11 03:48:22,ativa,default
540,266,79,2024-06-01 11:53:44,ativa,default
541,30,70,2023-11-12 19:13:37,ativa,default
542,135,4,2025-09-23 10:57:21,ativa,default
543,103,43,2025-08-27 18:11:33,ativa,default
544,169,8,2025-02-27 05:17:38,pendente,default
545,289,79,2023-11-07 21:58:35,ativa,default
546,37,54,2024-02-22 00:57:57,cancelada,default
547,283,62,2025-06-16 13:24:53,concluida,2025-07-04 13:24:53
548,19,64,2024-05-25 15:03:46,ativa,default
549,221,62,2024-12-20 14:58:17,pendente,default
550,29,4,2025-04-09 03:48:53,ativa,default
551,195,3,2024-04-09 05:42:30,pendente,default
552,194,17,2024-08-12 07:43:24,ativa,default
553,60,57,2025-06-28 00:50:55,cancelada,default
554,189,46,2025-04-11 10:46:15,ativa,default
555,30,31,2025-03-03 19:54:52,ativa,default
556,117,53,2024-04-25 02:34:54,pendente,default
557,8,32,2025-08-29 20:28:28,pendente,default
558,225,24,2025-01-10 21:40:19,ativa,default
559,126,38,2025-06-16 01:11:44,ativa,default
560,63,10,2025-08-09 14:09:15,cancelada,default
561,106,64,2023-11-04 10:16:02,concluida,2024-02-26 10:16:02
562,113,57,2023-10-27 12:14:32,cancelada,default
563,283,38,2023-12-27 14:22:21,ativa,default
564,137,41,2023-11-12 03:33:05,ativa,default
565,28,45,2024-09-01 00:37:20,ativa,default
566,41,27,2025-06-08 04:17:42,ativa,default
567,284,27,2025-06-23 09:42:20,concluida,2025-10-06 09:42:20
568,73,5,2025-02-28 07:14:01,ativa,default
569,233,15,2025-10-05 05:05:57,concluida,2025-10-26 23:15:49
570,143,76,2024-09-28 12:19:34,concluida,2024-10-13 12:19:34
571,31,36,2024-02-10 09:17:06,ativa,default
572,196,50,2024-07-29 21:38:48,ativa,default
573,195,24,2023-12-21 07:34:06,ativa,default
574,157,5,2024-04-20 10:36:02,cancelada,default
575,173,34,2024-02-29 15:22:47,concluida,2024-04-17 15:22:47
576,223,55,2025-08-29 19:17:15,ativa,default
577,148,69,2024-07-09 07:49:57,ativa,default
578,291,67,2025-02-02 17:20:44,cancelada,default
579,240,31,2025-06-13 22:42:39,ativa,default
580,141,11,2025-02-13 03:30:03,ativa,default
581,293,51,2025-09-17 00:51:08,ativa,default
582,138,33,2023-12-28 01:07:38,pendente,default
583,158,73,2023-12-20 11:34:37,concluida,2024-04-11 11:34:37
584,92,57,2024-07-10 22:38:06,ativa,default
585,239,5,2024-10-24 05:46:48,ativa,default
586,285,28,2024-09-03 21:07:51,ativa,default
587,41,36,2024-02-10 03:11:10,ativa,default
588,33,57,2025-04-25 13:52:12,concluida,2025-06-04 13:52:12
589,133,64,2025-06-18 14:59:01,ativa,default
590,76,80,2023-12-25 21:27:31,ativa,default
591,20,24,2023-11-26 04:48:53,concluida,2024-02-13 04:48:53
592,284,30,2025-08-25 13:49:55,cancelada,default
593,9,46,2024-04-21 21:38:06,ativa,default
594,180,14,2025-08-08 04:48:24,ativa,default
595,262,10,2025-02-26 15:50:05,ativa,default
596,191,54,2025-08-13 23:53:36,ativa,default
597,145,19,2025-10-01 11:22:29,ativa,default
598,185,43,2024-09-03 23:31:33,ativa,default
599,151,80,2025-09-25 17:25:37,ativa,default
600,149,20,2024-02-29 22:20:03,pendente,default
