id,modulo_id,titulo,ordem_aula,duracao_minutos,tipo
821,110,Aula 7,7,17,quiz
822,110,Aula 8,8,8,texto
823,111,Aula 1,1,15,video
824,111,Aula 2,2,10,quiz
825,111,Aula 3,3,18,quiz
826,111,Aula 4,4,20,quiz
827,111,Aula 5,5,15,video
828,111,Aula 6,6,22,quiz
829,111,Aula 7,7,24,texto
830,111,Aula 8,8,12,quiz
831,112,Aula 1,1,17,texto
832,112,Aula 2,2,14,video
833,112,Aula 3,3,10,quiz
834,112,Aula 4,4,5,quiz
835,112,Aula 5,5,23,texto
836,112,Aula 6,6,23,video
837,112,Aula 7,7,10,quiz
838,113,Aula 1,1,24,video
839,113,Aula 2,2,25,quiz
840,113,Aula 3,3,8,texto
841,113,Aula 4,4,9,texto
842,113,Aula 5,5,7,video
843,113,Aula 6,6,16,texto
844,113,Aula 7,7,10,quiz
845,113,Aula 8,8,7,quiz
846,114,Aula 1,1,19,video
847,114,Aula 2,2,13,video
848,114,Aula 3,3,12,quiz
849,114,Aula 4,4,7,texto
850,114,Aula 5,5,13,video
851,114,Aula 6,6,5,video
852,114,Aula 7,7,17,texto
853,114,Aula 8,8,18,video
854,115,Aula 1,1,20,texto
855,115,Aula 2,2,16,quiz
856,115,Aula 3,3,17,video
857,115,Aula 4,4,20,quiz
858,115,Aula 5,5,25,quiz
859,115,Aula 6,6,12,video
860,115,Aula 7,7,19,video
861,115,Aula 8,8,6,texto
862,115,Aula 9,9,5,texto
863,116,Aula 1,1,8,video
864,116,Aula 2,2,15,video
865,116,Aula 3,3,17,video
866,116,Aula 4,4,7,quiz
867,116,Aula 5,5,7,texto
868,116,Aula 6,6,24,quiz
869,116,Aula 7,7,20,quiz
870,116,Aula 8,8,5,texto
871,117,Aula 1,1,24,texto
872,117,Aula 2,2,10,video
873,117,Aula 3,3,8,texto
874,117,Aula 4,4,11,video
875,117,Aula 5,5,18,quiz
876,117,Aula 6,6,22,quiz
877,117,Aula 7,7,22,texto
878,118,Aula 1,1,14,video
879,118,Aula 2,2,8,video
880,118,Aula 3,3,17,quiz
881,118,Aula 4,4,22,texto
882,118,Aula 5,5,9,video
883,118,Aula 6,6,16,video
884,118,Aula 7,7,18,video
885,118,Aula 8,8,14,quiz
886,119,Aula 1,1,11,video
887,119,Aula 2,2,5,video
888,119,Aula 3,3,10,quiz
889,119,Aula 4,4,14,video
890,119,Aula 5,5,20,video
891,119,Aula 6,6,14,texto
892,119,Aula 7,7,20,texto
893,119,Aula 8,8,13,video
894,119,Aula 9,9,25,quiz
895,120,Aula 1,1,10,texto
896,120,Aula 2,2,17,texto
897,120,Aula 3,3,10,texto
898,120,Aula 4,4,6,texto
899,120,Aula 5,5,19,texto
900,120,Aula 6,6,13,video
901,120,Aula 7,7,13,quiz
902,120,Aula 8,8,6,video
903,120,Aula 9,9,8,video
904,121,Aula 1,1,22,texto
905,121,Aula 2,2,23,video
906,121,Aula 3,3,22,video
907,121,Aula 4,4,17,quiz
908,121,Aula 5,5,18,quiz
909,121,Aula 6,6,20,quiz
910,121,Aula 7,7,12,texto
911,121,Aula 8,8,14,video
912,122,Aula 1,1,6,quiz
913,122,Aula 2,2,23,quiz
914,122,Aula 3,3,23,quiz
915,122,Aula 4,4,24,video
916,122,Aula 5,5,8,texto
917,122,Aula 6,6,10,video
918,122,Aula 7,7,11,video
919,122,Aula 8,8,9,video
920,122,Aula 9,9,18,video
921,123,Aula 1,1,11,quiz
922,123,Aula 2,2,9,quiz
923,123,Aula 3,3,13,texto
924,123,Aula 4,4,7,video
925,123,Aula 5,5,17,quiz
926,123,Aula 6,6,17,quiz
927,123,Aula 7,7,15,texto
928,123,Aula 8,8,21,texto
929,123,Aula 9,9,5,quiz
930,124,Aula 1,1,8,texto
931,124,Aula 2,2,9,video
932,124,Aula 3,3,23,quiz
933,124,Aula 4,4,23,video
934,124,Aula 5,5,8,quiz
935,124,Aula 6,6,8,texto
936,124,Aula 7,7,22,texto
937,124,Aula 8,8,18,texto
938,124,Aula 9,9,17,quiz
939,125,Aula 1,1,23,quiz
940,125,Aula 2,2,20,video
941,125,Aula 3,3,10,texto
942,125,Aula 4,4,17,video
943,125,Aula 5,5,24,quiz
944,125,Aula 6,6,17,video
945,125,Aula 7,7,17,texto
946,125,Aula 8,8,12,video
947,125,Aula 9,9,20,texto
948,126,Aula 1,1,5,texto
949,126,Aula 2,2,14,texto
950,126,Aula 3,3,13,texto
951,126,Aula 4,4,8,video
952,126,Aula 5,5,9,texto
953,126,Aula 6,6,19,texto
954,126,Aula 7,7,13,quiz
955,126,Aula 8,8,18,quiz
956,127,Aula 1,1,11,texto
957,127,Aula 2,2,11,texto
958,127,Aula 3,3,20,quiz
959,127,Aula 4,4,16,video
960,127,Aula 5,5,21,video
961,127,Aula 6,6,7,texto
962,128,Aula 1,1,9,quiz
963,128,Aula 2,2,23,video
964,128,Aula 3,3,10,video
965,128,Aula 4,4,11,video
966,128,Aula 5,5,12,video
967,128,Aula 6,6,19,video
968,128,Aula 7,7,16,quiz
969,128,Aula 8,8,11,texto
970,128,Aula 9,9,16,texto
971,129,Aula 1,1,25,video
972,129,Aula 2,2,5,video
973,129,Aula 3,3,16,texto
974,129,Aula 4,4,24,texto
975,129,Aula 5,5,10,texto
976,129,Aula 6,6,23,quiz
977,129,Aula 7,7,16,texto
978,129,Aula 8,8,10,texto
979,129,Aula 9,9,7,texto
980,130,Aula 1,1,17,video
981,130,Aula 2,2,10,quiz
982,130,Aula 3,3,11,video
983,130,Aula 4,4,25,video
984,130,Aula 5,5,11,texto
985,130,Aula 6,6,25,texto
986,131,Aula 1,1,5,texto
987,131,Aula 2,2,9,quiz
988,131,Aula 3,3,10,quiz
989,131,Aula 4,4,5,video
990,131,Aula 5,5,13,quiz
991,131,Aula 6,6,14,quiz
992,132,Aula 1,1,18,texto
993,132,Aula 2,2,16,texto
994,132,Aula 3,3,13,video
995,132,Aula 4,4,19,texto
996,132,Aula 5,5,21,quiz
997,132,Aula 6,6,17,quiz
998,132,Aula 7,7,8,video
999,132,Aula 8,8,21,quiz
1000,133,Aula 1,1,22,quiz
1001,133,Aula 2,2,24,quiz
1002,133,Aula 3,3,14,texto
1003,133,Aula 4,4,8,texto
1004,133,Aula 5,5,7,texto
1005,133,Aula 6,6,13,quiz
1006,133,Aula 7,7,15,texto
1007,133,Aula 8,8,13,quiz
1008,134,Aula 1,1,11,video
1009,134,Aula 2,2,21,video
1010,134,Aula 3,3,6,quiz
1011,134,Aula 4,4,17,quiz
1012,134,Aula 5,5,15,quiz
1013,134,Aula 6,6,9,quiz
1014,134,Aula 7,7,5,quiz
1015,134,Aula 8,8,20,texto
1016,135,Aula 1,1,18,texto
1017,135,Aula 2,2,17,quiz
1018,135,Aula 3,3,6,quiz
1019,135,Aula 4,4,23,video
1020,135,Aula 5,5,15,quiz
1021,135,Aula 6,6,12,quiz
1022,135,Aula 7,7,22,quiz
1023,135,Aula 8,8,20,quiz
1024,136,Aula 1,1,21,texto
1025,136,Aula 2,2,10,quiz
1026,136,Aula 3,3,22,video
1027,136,Aula 4,4,14,video
1028,136,Aula 5,5,20,video
1029,136,Aula 6,6,13,quiz
1030,136,Aula 7,7,22,video
1031,136,Aula 8,8,15,quiz
1032,137,Aula 1,1,12,texto
1033,137,Aula 2,2,12,quiz
1034,137,Aula 3,3,14,texto
1035,137,Aula 4,4,15,texto
1036,137,Aula 5,5,13,quiz
1037,137,Aula 6,6,14,texto
1038,138,Aula 1,1,20,video
1039,138,Aula 2,2,25,quiz
1040,138,Aula 3,3,23,quiz
1041,138,Aula 4,4,7,texto
1042,138,Aula 5,5,11,quiz
1043,138,Aula 6,6,8,quiz
1044,139,Aula 1,1,21,texto
1045,139,Aula 2,2,18,video
1046,139,Aula 3,3,9,video
1047,139,Aula 4,4,11,texto
1048,139,Aula 5,5,18,quiz
1049,139,Aula 6,6,19,video
1050,139,Aula 7,7,15,quiz
1051,139,Aula 8,8,10,video
1052,139,Aula 9,9,20,texto
1053,140,Aula 1,1,15,quiz
1054,140,Aula 2,2,6,video
1055,140,Aula 3,3,19,texto
1056,140,Aula 4,4,11,video
1057,140,Aula 5,5,23,video
1058,140,Aula 6,6,20,video
1059,140,Aula 7,7,9,quiz
1060,141,Aula 1,1,25,texto
1061,141,Aula 2,2,17,texto
1062,141,Aula 3,3,20,texto
1063,141,Aula 4,4,5,video
1064,141,Aula 5,5,22,video
1065,141,Aula 6,6,16,video
1066,141,Aula 7,7,15,quiz
1067,141,Aula 8,8,11,video
1068,141,Aula 9,9,5,quiz
1069,142,Aula 1,1,12,quiz
1070,142,Aula 2,2,16,texto
1071,142,Aula 3,3,9,video
1072,142,Aula 4,4,17,quiz
1073,142,Aula 5,5,23,texto
1074,142,Aula 6,6,10,video
1075,142,Aula 7,7,6,texto
1076,143,Aula 1,1,19,quiz
1077,143,Aula 2,2,21,quiz
1078,143,Aula 3,3,21,texto
1079,143,Aula 4,4,18,quiz
1080,143,Aula 5,5,9,texto
1081,143,Aula 6,6,20,texto
1082,143,Aula 7,7,11,video
1083,143,Aula 8,8,17,video
1084,144,Aula 1,1,12,quiz
1085,144,Aula 2,2,9,video
1086,144,Aula 3,3,5,quiz
1087,144,Aula 4,4,21,video
1088,144,Aula 5,5,8,texto
1089,144,Aula 6,6,25,video
1090,144,Aula 7,7,17,quiz
1091,145,Aula 1,1,22,quiz
1092,145,Aula 2,2,6,quiz
1093,145,Aula 3,3,6,quiz
1094,145,Aula 4,4,8,quiz
1095,145,Aula 5,5,5,video
1096,145,Aula 6,6,8,texto
1097,145,Aula 7,7,19,texto
1098,145,Aula 8,8,8,quiz
1099,146,Aula 1,1,20,quiz
1100,146,Aula 2,2,9,video
1101,146,Aula 3,3,25,video
1102,146,Aula 4,4,14,texto
1103,146,Aula 5,5,8,quiz
1104,146,Aula 6,6,21,texto
1105,146,Aula 7,7,24,quiz
1106,146,Aula 8,8,9,texto
1107,147,Aula 1,1,21,quiz
1108,147,Aula 2,2,24,video
1109,147,Aula 3,3,14,video
1110,147,Aula 4,4,8,texto
1111,147,Aula 5,5,11,quiz
1112,147,Aula 6,6,11,texto
1113,148,Aula 1,1,16,quiz
1114,148,Aula 2,2,18,texto
1115,148,Aula 3,3,10,video
1116,148,Aula 4,4,22,texto
1117,148,Aula 5,5,11,quiz
1118,148,Aula 6,6,20,texto
1119,148,Aula 7,7,12,video
1120,149,Aula 1,1,7,video
1121,149,Aula 2,2,23,quiz
1122,149,Aula 3,3,20,video
1123,149,Aula 4,4,7,quiz
1124,149,Aula 5,5,7,quiz
1125,149,Aula 6,6,8,texto
1126,150,Aula 1,1,19,texto
1127,150,Aula 2,2,13,texto
1128,150,Aula 3,3,6,video
1129,150,Aula 4,4,10,video
1130,150,Aula 5,5,14,texto
1131,150,Aula 6,6,15,texto
1132,150,Aula 7,7,8,video
1133,151,Aula 1,1,5,video
1134,151,Aula 2,2,25,video
1135,151,Aula 3,3,15,texto
1136,151,Aula 4,4,19,quiz
1137,151,Aula 5,5,13,quiz
1138,151,Aula 6,6,7,texto
1139,152,Aula 1,1,10,video
1140,152,Aula 2,2,17,texto
1141,152,Aula 3,3,19,texto
1142,152,Aula 4,4,17,quiz
1143,152,Aula 5,5,20,texto
1144,152,Aula 6,6,25,video
1145,152,Aula 7,7,8,video
1146,152,Aula 8,8,6,video
1147,153,Aula 1,1,18,quiz
1148,153,Aula 2,2,20,quiz
1149,153,Aula 3,3,19,video
1150,153,Aula 4,4,24,texto
1151,153,Aula 5,5,16,quiz
1152,153,Aula 6,6,5,quiz
1153,154,Aula 1,1,20,texto
1154,154,Aula 2,2,8,texto
1155,154,Aula 3,3,19,video
1156,154,Aula 4,4,7,texto
1157,154,Aula 5,5,25,texto
1158,154,Aula 6,6,5,quiz
1159,154,Aula 7,7,21,quiz
1160,155,Aula 1,1,15,quiz
1161,155,Aula 2,2,21,quiz
1162,155,Aula 3,3,24,video
1163,155,Aula 4,4,18,quiz
1164,155,Aula 5,5,12,texto
1165,155,Aula 6,6,16,quiz
1166,155,Aula 7,7,25,texto
1167,156,Aula 1,1,22,quiz
1168,156,Aula 2,2,6,video
1169,156,Aula 3,3,25,video
1170,156,Aula 4,4,21,texto
1171,156,Aula 5,5,20,video
1172,156,Aula 6,6,7,texto
1173,156,Aula 7,7,15,video
1174,157,Aula 1,1,13,video
1175,157,Aula 2,2,21,video
1176,157,Aula 3,3,22,quiz
1177,157,Aula 4,4,17,texto
1178,157,Aula 5,5,12,video
1179,157,Aula 6,6,19,texto
1180,157,Aula 7,7,23,texto
1181,157,Aula 8,8,7,texto
1182,158,Aula 1,1,15,video
1183,158,Aula 2,2,20,quiz
1184,158,Aula 3,3,25,video
1185,158,Aula 4,4,8,texto
1186,158,Aula 5,5,18,video
1187,158,Aula 6,6,22,quiz
1188,158,Aula 7,7,5,video
1189,158,Aula 8,8,24,quiz
1190,158,Aula 9,9,25,texto
1191,159,Aula 1,1,25,quiz
1192,159,Aula 2,2,19,texto
1193,159,Aula 3,3,16,video
1194,159,Aula 4,4,12,texto
1195,159,Aula 5,5,15,quiz
1196,159,Aula 6,6,24,quiz
1197,159,Aula 7,7,20,quiz
1198,160,Aula 1,1,19,video
1199,160,Aula 2,2,8,quiz
1200,160,Aula 3,3,12,video
1201,160,Aula 4,4,15,texto
1202,160,Aula 5,5,25,texto
1203,160,Aula 6,6,22,quiz
1204,160,Aula 7,7,16,quiz
1205,160,Aula 8,8,8,video
1206,161,Aula 1,1,20,video
1207,161,Aula 2,2,18,video
1208,161,Aula 3,3,13,quiz
1209,161,Aula 4,4,11,video
1210,161,Aula 5,5,8,texto
1211,161,Aula 6,6,11,texto
1212,161,Aula 7,7,11,quiz
1213,162,Aula 1,1,8,texto
1214,162,Aula 2,2,6,quiz
1215,162,Aula 3,3,23,video
1216,162,Aula 4,4,19,texto
1217,162,Aula 5,5,23,quiz
1218,162,Aula 6,6,9,texto
1219,162,Aula 7,7,5,quiz
1220,162,Aula 8,8,6,quiz
1221,163,Aula 1,1,23,texto
1222,163,Aula 2,2,21,video
1223,163,Aula 3,3,23,video
1224,163,Aula 4,4,9,video
1225,163,Aula 5,5,17,quiz
1226,163,Aula 6,6,24,quiz
1227,163,Aula 7,7,15,quiz
1228,163,Aula 8,8,17,texto
1229,163,Aula 9,9,24,quiz
1230,164,Aula 1,1,13,texto
1231,164,Aula 2,2,15,texto
1232,164,Aula 3,3,19,video
1233,164,Aula 4,4,9,texto
1234,164,Aula 5,5,24,quiz
1235,164,Aula 6,6,21,texto
1236,164,Aula 7,7,22,texto
1237,165,Aula 1,1,11,video
1238,165,Aula 2,2,24,quiz
1239,165,Aula 3,3,14,quiz
1240,165,Aula 4,4,16,quiz
1241,165,Aula 5,5,9,quiz
1242,165,Aula 6,6,25,video
1243,165,Aula 7,7,21,quiz
1244,166,Aula 1,1,8,texto
1245,166,Aula 2,2,22,texto
1246,166,Aula 3,3,23,quiz
1247,166,Aula 4,4,18,quiz
1248,166,Aula 5,5,22,texto
1249,166,Aula 6,6,18,video
1250,166,Aula 7,7,21,video
1251,166,Aula 8,8,5,texto
1252,167,Aula 1,1,6,quiz
1253,167,Aula 2,2,6,video
1254,167,Aula 3,3,13,video
1255,167,Aula 4,4,14,quiz
1256,167,Aula 5,5,13,video
1257,167,Aula 6,6,6,quiz
1258,167,Aula 7,7,14,video
1259,168,Aula 1,1,16,texto
1260,168,Aula 2,2,8,quiz
1261,168,Aula 3,3,22,video
1262,168,Aula 4,4,25,quiz
1263,168,Aula 5,5,17,video
1264,168,Aula 6,6,21,quiz
1265,169,Aula 1,1,6,texto
1266,169,Aula 2,2,17,texto
1267,169,Aula 3,3,15,quiz
1268,169,Aula 4,4,6,video
1269,169,Aula 5,5,13,video
1270,169,Aula 6,6,24,texto
1271,169,Aula 7,7,12,quiz
1272,169,Aula 8,8,25,texto
1273,170,Aula 1,1,11,texto
1274,170,Aula 2,2,19,video
1275,170,Aula 3,3,7,video
1276,170,Aula 4,4,10,quiz
1277,170,Aula 5,5,21,video
1278,170,Aula 6,6,17,video
1279,170,Aula 7,7,18,texto
1280,171,Aula 1,1,9,video
1281,171,Aula 2,2,23,texto
1282,171,Aula 3,3,5,texto
1283,171,Aula 4,4,19,quiz
1284,171,Aula 5,5,9,video
1285,171,Aula 6,6,9,texto
1286,171,Aula 7,7,24,video
1287,171,Aula 8,8,25,quiz
1288,172,Aula 1,1,20,quiz
1289,172,Aula 2,2,22,texto
1290,172,Aula 3,3,7,quiz
1291,172,Aula 4,4,15,quiz
1292,172,Aula 5,5,12,video
1293,172,Aula 6,6,21,video
1294,172,Aula 7,7,21,video
1295,172,Aula 8,8,18,quiz
1296,173,Aula 1,1,7,texto
1297,173,Aula 2,2,12,video
1298,173,Aula 3,3,15,texto
1299,173,Aula 4,4,16,texto
1300,173,Aula 5,5,11,quiz
1301,173,Aula 6,6,21,texto
1302,173,Aula 7,7,22,quiz
1303,173,Aula 8,8,5,video
1304,173,Aula 9,9,16,texto
1305,174,Aula 1,1,25,quiz
1306,174,Aula 2,2,24,video
1307,174,Aula 3,3,6,quiz
1308,174,Aula 4,4,15,texto
1309,174,Aula 5,5,8,texto
1310,174,Aula 6,6,13,quiz
1311,174,Aula 7,7,14,video
1312,175,Aula 1,1,21,quiz
1313,175,Aula 2,2,19,texto
1314,175,Aula 3,3,6,texto
1315,175,Aula 4,4,25,video
1316,175,Aula 5,5,15,quiz
1317,175,Aula 6,6,7,video
1318,175,Aula 7,7,10,quiz
1319,175,Aula 8,8,22,video
1320,176,Aula 1,1,11,quiz
1321,176,Aula 2,2,25,video
1322,176,Aula 3,3,18,video
1323,176,Aula 4,4,11,quiz
1324,176,Aula 5,5,18,quiz
1325,176,Aula 6,6,7,quiz
1326,177,Aula 1,1,5,texto
1327,177,Aula 2,2,15,video
1328,177,Aula 3,3,7,video
1329,177,Aula 4,4,6,video
1330,177,Aula 5,5,13,quiz
1331,177,Aula 6,6,7,quiz
1332,177,Aula 7,7,12,texto
1333,178,Aula 1,1,17,texto
1334,178,Aula 2,2,25,texto
1335,178,Aula 3,3,18,texto
1336,178,Aula 4,4,5,texto
1337,178,Aula 5,5,8,quiz
1338,178,Aula 6,6,5,quiz
1339,178,Aula 7,7,24,video
1340,178,Aula 8,8,23,video
1341,178,Aula 9,9,7,texto
1342,179,Aula 1,1,14,quiz
1343,179,Aula 2,2,14,quiz
1344,179,Aula 3,3,7,texto
1345,179,Aula 4,4,19,texto
1346,179,Aula 5,5,17,quiz
1347,179,Aula 6,6,5,texto
1348,180,Aula 1,1,22,video
1349,180,Aula 2,2,9,quiz
1350,180,Aula 3,3,17,quiz
1351,180,Aula 4,4,14,quiz
1352,180,Aula 5,5,9,texto
1353,180,Aula 6,6,25,texto
1354,180,Aula 7,7,5,quiz
1355,181,Aula 1,1,8,video
1356,181,Aula 2,2,5,quiz
1357,181,Aula 3,3,24,texto
1358,181,Aula 4,4,22,quiz
1359,181,Aula 5,5,7,texto
1360,181,Aula 6,6,11,quiz
1361,181,Aula 7,7,16,video
1362,182,Aula 1,1,25,quiz
1363,182,Aula 2,2,9,video
1364,182,Aula 3,3,10,video
1365,182,Aula 4,4,24,texto
1366,182,Aula 5,5,11,video
1367,182,Aula 6,6,10,quiz
1368,182,Aula 7,7,23,video
1369,182,Aula 8,8,22,texto
1370,182,Aula 9,9,25,quiz
1371,183,Aula 1,1,14,quiz
1372,183,Aula 2,2,7,texto
1373,183,Aula 3,3,8,video
1374,183,Aula 4,4,23,texto
1375,183,Aula 5,5,15,texto
1376,183,Aula 6,6,9,quiz
1377,184,Aula 1,1,8,texto
1378,184,Aula 2,2,24,video
1379,184,Aula 3,3,11,texto
1380,184,Aula 4,4,20,texto
1381,184,Aula 5,5,15,quiz
1382,184,Aula 6,6,14,quiz
1383,184,Aula 7,7,23,video
1384,185,Aula 1,1,15,texto
1385,185,Aula 2,2,10,video
1386,185,Aula 3,3,15,video
1387,185,Aula 4,4,12,quiz
1388,185,Aula 5,5,25,texto
1389,185,Aula 6,6,13,texto
1390,185,Aula 7,7,9,quiz
1391,185,Aula 8,8,15,texto
1392,186,Aula 1,1,19,texto
1393,186,Aula 2,2,14,texto
1394,186,Aula 3,3,22,video
1395,186,Aula 4,4,10,quiz
1396,186,Aula 5,5,24,video
1397,186,Aula 6,6,13,video
1398,186,Aula 7,7,22,video
1399,186,Aula 8,8,13,quiz
1400,186,Aula 9,9,25,video
1401,187,Aula 1,1,5,quiz
1402,187,Aula 2,2,25,video
1403,187,Aula 3,3,23,quiz
1404,187,Aula 4,4,17,quiz
1405,187,Aula 5,5,11,video
1406,187,Aula 6,6,22,texto
1407,188,Aula 1,1,25,video
1408,188,Aula 2,2,16,texto
1409,188,Aula 3,3,12,quiz
1410,188,Aula 4,4,14,video
1411,188,Aula 5,5,19,quiz
1412,188,Aula 6,6,21,video
1413,188,Aula 7,7,17,texto
1414,188,Aula 8,8,21,video
1415,188,Aula 9,9,12,quiz
1416,189,Aula 1,1,21,video
1417,189,Aula 2,2,19,video
1418,189,Aula 3,3,10,quiz
1419,189,Aula 4,4,23,quiz
1420,189,Aula 5,5,9,quiz
1421,189,Aula 6,6,20,texto
1422,189,Aula 7,7,6,video
1423,190,Aula 1,1,12,video
1424,190,Aula 2,2,13,texto
1425,190,Aula 3,3,12,video
1426,190,Aula 4,4,11,quiz
1427,190,Aula 5,5,16,texto
1428,190,Aula 6,6,20,texto
1429,190,Aula 7,7,6,video
1430,190,Aula 8,8,25,texto
1431,190,Aula 9,9,8,quiz
1432,191,Aula 1,1,13,quiz
1433,191,Aula 2,2,22,quiz
1434,191,Aula 3,3,10,texto
1435,191,Aula 4,4,25,texto
1436,191,Aula 5,5,16,quiz
1437,191,Aula 6,6,25,video
1438,191,Aula 7,7,21,texto
1439,191,Aula 8,8,17,video
1440,192,Aula 1,1,16,texto
1441,192,Aula 2,2,20,texto
1442,192,Aula 3,3,24,video
1443,192,Aula 4,4,21,video
1444,192,Aula 5,5,19,video
1445,192,Aula 6,6,12,video
1446,192,Aula 7,7,21,quiz
1447,192,Aula 8,8,13,video
1448,192,Aula 9,9,9,video
1449,193,Aula 1,1,16,quiz
1450,193,Aula 2,2,8,quiz
1451,193,Aula 3,3,12,texto
1452,193,Aula 4,4,15,quiz
1453,193,Aula 5,5,8,texto
1454,193,Aula 6,6,20,texto
1455,193,Aula 7,7,11,quiz
1456,194,Aula 1,1,25,texto
1457,194,Aula 2,2,5,video
1458,194,Aula 3,3,6,video
1459,194,Aula 4,4,23,quiz
1460,194,Aula 5,5,10,video
1461,194,Aula 6,6,25,quiz
1462,194,Aula 7,7,6,quiz
1463,195,Aula 1,1,6,video
1464,195,Aula 2,2,13,video
1465,195,Aula 3,3,21,texto
1466,195,Aula 4,4,24,quiz
1467,195,Aula 5,5,25,video
1468,195,Aula 6,6,14,video
1469,195,Aula 7,7,11,texto
1470,196,Aula 1,1,20,video
1471,196,Aula 2,2,12,texto
1472,196,Aula 3,3,24,video
1473,196,Aula 4,4,23,video
1474,196,Aula 5,5,24,quiz
1475,196,Aula 6,6,21,texto
1476,196,Aula 7,7,10,quiz
1477,196,Aula 8,8,15,texto
1478,196,Aula 9,9,24,quiz
1479,197,Aula 1,1,12,texto
1480,197,Aula 2,2,17,video
1481,197,Aula 3,3,8,video
1482,197,Aula 4,4,11,quiz
1483,197,Aula 5,5,21,quiz
1484,197,Aula 6,6,18,video
1485,198,Aula 1,1,10,texto
1486,198,Aula 2,2,24,quiz
1487,198,Aula 3,3,6,quiz
1488,198,Aula 4,4,21,video
1489,198,Aula 5,5,7,texto
1490,198,Aula 6,6,9,quiz
1491,199,Aula 1,1,25,texto
1492,199,Aula 2,2,21,texto
1493,199,Aula 3,3,16,video
1494,199,Aula 4,4,21,texto
1495,199,Aula 5,5,12,texto
1496,199,Aula 6,6,17,texto
1497,200,Aula 1,1,18,video
1498,200,Aula 2,2,13,texto
1499,200,Aula 3,3,12,video
1500,200,Aula 4,4,14,quiz
1501,200,Aula 5,5,22,texto
1502,200,Aula 6,6,13,video
1503,201,Aula 1,1,5,quiz
1504,201,Aula 2,2,21,video
1505,201,Aula 3,3,21,video
1506,201,Aula 4,4,17,quiz
1507,201,Aula 5,5,11,quiz
1508,201,Aula 6,6,15,texto
1509,202,Aula 1,1,8,video
1510,202,Aula 2,2,18,quiz
1511,202,Aula 3,3,23,texto
1512,202,Aula 4,4,13,quiz
1513,202,Aula 5,5,18,quiz
1514,202,Aula 6,6,16,quiz
1515,202,Aula 7,7,13,quiz
1516,202,Aula 8,8,17,video
1517,203,Aula 1,1,22,quiz
1518,203,Aula 2,2,20,video
1519,203,Aula 3,3,16,quiz
1520,203,Aula 4,4,22,texto
1521,203,Aula 5,5,13,texto
1522,203,Aula 6,6,23,texto
1523,203,Aula 7,7,17,quiz
1524,203,Aula 8,8,9,quiz
1525,203,Aula 9,9,8,quiz
1526,204,Aula 1,1,19,quiz
1527,204,Aula 2,2,10,video
1528,204,Aula 3,3,11,quiz
1529,204,Aula 4,4,17,texto
1530,204,Aula 5,5,22,quiz
1531,204,Aula 6,6,6,video
1532,204,Aula 7,7,17,quiz
1533,205,Aula 1,1,7,video
1534,205,Aula 2,2,20,quiz
1535,205,Aula 3,3,18,video
1536,205,Aula 4,4,7,texto
1537,205,Aula 5,5,12,texto
1538,205,Aula 6,6,7,quiz
1539,206,Aula 1,1,17,texto
1540,206,Aula 2,2,24,quiz
1541,206,Aula 3,3,21,texto
1542,206,Aula 4,4,24,video
1543,206,Aula 5,5,10,quiz
1544,206,Aula 6,6,20,texto
1545,207,Aula 1,1,11,quiz
1546,207,Aula 2,2,21,texto
1547,207,Aula 3,3,11,video
1548,207,Aula 4,4,24,quiz
1549,207,Aula 5,5,21,quiz
1550,207,Aula 6,6,12,quiz
1551,208,Aula 1,1,6,texto
1552,208,Aula 2,2,12,quiz
1553,208,Aula 3,3,5,video
1554,208,Aula 4,4,7,texto
1555,208,Aula 5,5,17,texto
1556,208,Aula 6,6,17,texto
1557,208,Aula 7,7,23,video
1558,209,Aula 1,1,7,video
1559,209,Aula 2,2,22,texto
1560,209,Aula 3,3,22,quiz
1561,209,Aula 4,4,16,texto
1562,209,Aula 5,5,13,video
1563,209,Aula 6,6,24,video
1564,210,Aula 1,1,17,quiz
1565,210,Aula 2,2,5,texto
1566,210,Aula 3,3,10,texto
1567,210,Aula 4,4,21,video
1568,210,Aula 5,5,22,video
1569,210,Aula 6,6,21,texto
1570,210,Aula 7,7,15,video
1571,210,Aula 8,8,21,texto
1572,210,Aula 9,9,22,quiz
1573,211,Aula 1,1,19,texto
1574,211,Aula 2,2,23,texto
1575,211,Aula 3,3,12,texto
1576,211,Aula 4,4,19,quiz
1577,211,Aula 5,5,19,quiz
1578,211,Aula 6,6,5,texto
1579,211,Aula 7,7,8,texto
1580,211,Aula 8,8,7,texto
1581,212,Aula 1,1,12,texto
1582,212,Aula 2,2,18,texto
1583,212,Aula 3,3,21,quiz
1584,212,Aula 4,4,5,quiz
1585,212,Aula 5,5,13,video
1586,212,Aula 6,6,14,video
1587,212,Aula 7,7,17,quiz
1588,213,Aula 1,1,7,quiz
1589,213,Aula 2,2,10,texto
1590,213,Aula 3,3,15,texto
1591,213,Aula 4,4,11,quiz
1592,213,Aula 5,5,13,video
1593,213,Aula 6,6,11,texto
1594,213,Aula 7,7,11,video
1595,213,Aula 8,8,12,texto
1596,214,Aula 1,1,12,video
1597,214,Aula 2,2,12,quiz
1598,214,Aula 3,3,16,video
1599,214,Aula 4,4,8,video
1600,214,Aula 5,5,7,quiz
1601,214,Aula 6,6,20,quiz
1602,214,Aula 7,7,5,quiz
1603,215,Aula 1,1,20,texto
1604,215,Aula 2,2,24,texto
