id,curso_id,titulo,ordem,descricao
308,49,Módulo 1,1,Vel facilis accusamus perferendis perferendis id minima perspiciatis blanditiis hic possimus voluptate.
309,49,Módulo 2,2,Aperiam voluptate excepturi nisi voluptatibus commodi saepe quam.
310,49,Módulo 3,3,Quisquam quisquam nisi quidem reiciendis velit explicabo pariatur veniam.
311,49,Módulo 4,4,Maiores corporis iste commodi laudantium doloremque velit adipisci qui rerum libero ad.
312,49,Módulo 5,5,Fugit perspiciatis corrupti numquam atque asperiores quibusdam quisquam.
313,50,Módulo 1,1,Dicta optio laudantium ea exercitationem similique molestias veritatis adipisci inventore totam.
314,50,Módulo 2,2,Ipsum sequi ipsam alias debitis optio quod suscipit cum inventore.
315,50,Módulo 3,3,Quaerat laborum autem perferendis optio placeat nemo labore sequi.
316,50,Módulo 4,4,Animi ea nihil fugiat perspiciatis quisquam eligendi aperiam nihil consectetur facilis repellat.
317,50,Módulo 5,5,Ad tempora exercitationem atque exercitationem facere expedita optio dolorum officia nihil tenetur aperiam.
318,51,Módulo 1,1,Beatae cumque modi alias omnis in maiores in accusantium.
319,51,Módulo 2,2,Nihil voluptates fugiat hic nemo repellat aut perferendis excepturi magnam quisquam excepturi.
320,51,Módulo 3,3,Error voluptas dicta odio voluptate asperiores sed distinctio eaque error nemo rem numquam.
321,51,Módulo 4,4,Quaerat neque nihil earum necessitatibus minus incidunt.
322,51,Módulo 5,5,Recusandae officiis error rem inventore molestiae dicta illo numquam iste.
323,51,Módulo 6,6,Debitis accusantium provident sint nemo distinctio vitae quia iusto vel minus nostrum quisquam.
324,52,Módulo 1,1,Vel quas animi dicta iure dolores quia quisquam sapiente illum similique.
325,52,Módulo 2,2,Odio sapiente eaque enim cum porro.
326,52,Módulo 3,3,Illo beatae deleniti doloribus repudiandae iure nam ipsa officia.
327,52,Módulo 4,4,Dicta earum adipisci ratione eius mollitia.
328,52,Módulo 5,5,Vitae laborum accusantium similique assumenda nobis.
329,52,Módulo 6,6,Tempore illum facilis omnis at velit.
330,52,Módulo 7,7,Doloremque necessitatibus magnam blanditiis optio neque quod.
331,52,Módulo 8,8,Dolorum sunt dolores commodi rem eveniet nesciunt harum quibusdam doloremque in corporis.
332,53,Módulo 1,1,Distinctio earum illum sint animi modi praesentium beatae.
333,53,Módulo 2,2,Incidunt placeat vitae sunt vel facilis quaerat reprehenderit accusantium vitae non sapiente.
334,53,Módulo 3,3,Porro ratione dolores mollitia est vero.
335,53,Módulo 4,4,Temporibus placeat modi dolores ipsam ab vero unde ullam error.
336,53,Módulo 5,5,Error similique cum ipsa et repellat officia ratione earum.
337,53,Módulo 6,6,Reprehenderit velit iusto impedit sapiente quaerat soluta.
338,53,Módulo 7,7,Repudiandae praesentium magni explicabo nobis repellendus qui.
339,53,Módulo 8,8,Possimus quis odit delectus ipsam odit a dicta esse nemo beatae.
340,54,Módulo 1,1,Maiores voluptas rerum quis sed placeat recusandae eum laboriosam.
341,54,Módulo 2,2,Ea porro repudiandae reiciendis dicta impedit delectus.
342,54,Módulo 3,3,Velit sunt dolore veniam unde officia occaecati tenetur voluptate dicta.
343,54,Módulo 4,4,Amet nulla nobis corrupti vero cumque necessitatibus accusamus.
344,54,Módulo 5,5,Ipsa ullam iste perferendis blanditiis quae deleniti similique quos enim laudantium consectetur.
345,54,Módulo 6,6,Nobis voluptatum eligendi perspiciatis in illum corporis enim.
346,54,Módulo 7,7,Doloremque iste dolorum nesciunt officia assumenda iusto sit voluptate.
347,54,Módulo 8,8,Porro quae provident quasi ducimus atque animi ex doloremque tenetur voluptatum.
348,55,Módulo 1,1,Quae repellat a magnam fugit voluptate perferendis consequatur tempora aliquam debitis cumque laudantium.
349,55,Módulo 2,2,Soluta consequatur et minus consequuntur blanditiis aliquid consectetur sit rerum.
350,55,Módulo 3,3,Unde eligendi soluta nostrum quis eaque est tempora et voluptatum.
351,55,Módulo 4,4,Nam ullam odio ipsam deleniti amet delectus.
352,55,Módulo 5,5,Ea provident ipsa voluptatum unde aliquam explicabo quae laborum laudantium sapiente sint.
353,55,Módulo 6,6,Expedita dignissimos eligendi rerum quibusdam reprehenderit natus.
354,55,Módulo 7,7,Distinctio voluptatum a quisquam debitis ullam doloribus libero atque eveniet eligendi voluptatem commodi.
355,55,Módulo 8,8,Nihil veritatis saepe corrupti aspernatur rerum optio iste veritatis nisi.
356,56,Módulo 1,1,Eveniet aliquam numquam iste veniam voluptatum.
357,56,Módulo 2,2,Consectetur sint reiciendis eligendi reiciendis quia molestias nobis at ducimus dolores quo id.
358,56,Módulo 3,3,Sequi cum quod eligendi quibusdam omnis.
359,56,Módulo 4,4,Error reiciendis quasi ullam temporibus nobis facere.
360,56,Módulo 5,5,Rerum maiores laudantium suscipit labore natus in.
361,56,Módulo 6,6,Repellat nostrum ipsa incidunt aliquam exercitationem iure dolore placeat culpa libero.
362,57,Módulo 1,1,Officia assumenda iusto aspernatur reiciendis error voluptates placeat error dolorum incidunt necessitatibus mollitia totam.
363,57,Módulo 2,2,Autem incidunt atque optio necessitatibus ducimus ducimus aspernatur magnam beatae optio debitis.
364,57,Módulo 3,3,Sapiente aliquid impedit provident et quam quidem ipsum.
365,57,Módulo 4,4,Exercitationem ullam repellat distinctio aspernatur voluptatem ea perferendis inventore.
366,57,Módulo 5,5,Ab blanditiis cupiditate labore porro sit.
367,57,Módulo 6,6,Quas esse repellat nulla porro vitae perferendis rem assumenda consequatur deleniti repellendus possimus.
368,57,Módulo 7,7,Similique distinctio officiis officiis ipsa numquam ratione deleniti.
369,58,Módulo 1,1,Quo corporis in blanditiis temporibus qui ipsum laborum accusantium.
370,58,Módulo 2,2,Nesciunt dicta necessitatibus rerum amet ab occaecati quae voluptatem sed qui.
371,58,Módulo 3,3,Quasi voluptatum alias id maiores quam vel temporibus sint doloremque aperiam accusantium nemo.
372,58,Módulo 4,4,Aperiam tempora impedit labore libero vel expedita possimus accusantium enim deleniti exercitationem doloremque.
373,58,Módulo 5,5,Nesciunt placeat ullam sequi quaerat iusto sunt quam.
374,58,Módulo 6,6,Vero rerum perferendis quasi recusandae reiciendis sapiente numquam eligendi quibusdam.
375,59,Módulo 1,1,Consectetur dicta non aut impedit voluptatibus esse distinctio aliquid accusantium sunt explicabo.
376,59,Módulo 2,2,Cupiditate similique magnam rem excepturi beatae dolorem natus.
377,59,Módulo 3,3,Ducimus excepturi explicabo aliquid soluta eaque corrupti porro maiores pariatur provident unde.
378,59,Módulo 4,4,Reiciendis vitae quidem voluptate quos non similique aut natus magni cumque.
379,59,Módulo 5,5,Sit tenetur culpa eos ipsam magni quasi.
380,59,Módulo 6,6,Culpa facilis reprehenderit commodi dicta voluptas quisquam.
381,59,Módulo 7,7,Doloribus repellat exercitationem magnam assumenda fuga.
382,60,Módulo 1,1,Facere pariatur corrupti quidem in dolorem reiciendis impedit illum itaque sequi.
383,60,Módulo 2,2,Velit ipsam quo quaerat maxime architecto excepturi illo quo ipsa.
384,60,Módulo 3,3,Quis optio odit temporibus animi occaecati quae optio maxime eos illo.
385,60,Módulo 4,4,Sit quam et exercitationem repudiandae tempore nostrum corporis illo officia suscipit numquam nulla.
386,60,Módulo 5,5,Possimus suscipit quos illo deserunt error alias ex quam qui commodi.
387,60,Módulo 6,6,Eligendi at mollitia maxime quidem cum adipisci recusandae nihil dolores quo quas.
388,60,Módulo 7,7,Beatae animi fuga occaecati explicabo aliquid officiis commodi error qui iste voluptatem.
389,61,Módulo 1,1,Natus tempora occaecati modi nisi expedita eligendi quos quaerat perferendis quaerat maxime dolorum.
390,61,Módulo 2,2,Maiores deserunt quod iste corporis incidunt illum at incidunt consectetur.
391,61,Módulo 3,3,Ipsum fuga minima nihil maxime hic ea libero.
392,61,Módulo 4,4,Voluptatum porro veniam quasi impedit cum magni laborum itaque voluptas maiores.
393,61,Módulo 5,5,Blanditiis distinctio labore quia velit fuga veritatis nobis illum blanditiis nemo aliquam.
394,61,Módulo 6,6,Blanditiis esse fugiat eos adipisci corporis quos.
395,61,Módulo 7,7,Aliquid tempora suscipit dolor reprehenderit laborum commodi expedita sit impedit nemo.
396,62,Módulo 1,1,Iste excepturi fugiat rerum rerum consequatur consequuntur odio quis pariatur corrupti quas at.
397,62,Módulo 2,2,Optio illum doloremque hic molestiae vero suscipit quasi officia sint provident nemo recusandae.
398,62,Módulo 3,3,Natus commodi nam deserunt nulla nemo amet necessitatibus deleniti.
399,62,Módulo 4,4,Magnam accusantium omnis minus vitae eius dignissimos rerum saepe neque assumenda modi.
400,62,Módulo 5,5,Illo aliquid similique ad ipsa impedit similique et ducimus beatae.
401,62,Módulo 6,6,Molestiae eligendi delectus quisquam culpa veritatis perspiciatis.
402,62,Módulo 7,7,Nostrum eveniet ad animi harum eum.
403,62,Módulo 8,8,Tempora ducimus velit tempore amet dolores nisi dolores magni magnam veniam.
404,63,Módulo 1,1,Aperiam iure illum laborum illum doloremque suscipit eaque vitae.
405,63,Módulo 2,2,Doloribus mollitia quos esse illum assumenda odio.
406,63,Módulo 3,3,Quos consequuntur molestiae cumque doloribus veritatis vero nam.
407,63,Módulo 4,4,A iure repudiandae enim voluptas a.
408,63,Módulo 5,5,Earum dolorum perspiciatis voluptatum sapiente distinctio sapiente eligendi cum modi architecto at.
409,63,Módulo 6,6,Rerum quam voluptatum soluta distinctio magnam reiciendis.
410,64,Módulo 1,1,Odio voluptatem provident earum optio eum distinctio vero eveniet totam.
411,64,Módulo 2,2,Officia a labore temporibus perferendis impedit tempora.
412,64,Módulo 3,3,Quis modi ratione officiis aspernatur adipisci rerum perferendis perferendis explicabo repellat repudiandae.
413,64,Módulo 4,4,Harum saepe repellat voluptates commodi fuga deserunt ab quia quis.
414,64,Módulo 5,5,Deleniti repellendus numquam repellat dolore voluptatem voluptas alias laudantium provident.
415,64,Módulo 6,6,Distinctio deserunt reprehenderit id sit necessitatibus laudantium mollitia optio natus placeat natus aperiam.
416,64,Módulo 7,7,Quia consectetur ut sequi sunt quas earum.
417,65,Módulo 1,1,Voluptatibus possimus minus ducimus nam iste.
418,65,Módulo 2,2,Odit velit amet vel inventore voluptatum earum perspiciatis iure facere quis.
419,65,Módulo 3,3,Aliquid ullam minus et hic ex sunt rem.
420,65,Módulo 4,4,Voluptatem incidunt asperiores dolorum cum est numquam atque.
421,65,Módulo 5,5,Inventore ad reiciendis vel saepe doloribus labore vero rerum reprehenderit maxime dolores.
422,66,Módulo 1,1,Quod nulla quisquam numquam neque assumenda.
423,66,Módulo 2,2,Totam fugiat suscipit possimus quos aperiam.
424,66,Módulo 3,3,Amet nostrum inventore aut animi amet sed illo nulla illum sint.
425,66,Módulo 4,4,Ab fugit recusandae sunt nulla excepturi vel quos iste eveniet deserunt aut nisi.
426,66,Módulo 5,5,Nihil sapiente temporibus commodi magni explicabo.
427,66,Módulo 6,6,Quam ipsam doloribus reiciendis aperiam est ipsa vero quidem est suscipit quod.
428,66,Módulo 7,7,Iusto nobis enim voluptas maxime omnis corporis.
429,67,Módulo 1,1,Magni saepe similique in deserunt dicta tenetur quos exercitationem.
430,67,Módulo 2,2,Possimus voluptatem nobis ex neque vitae nulla in cum iste ratione aliquam.
431,67,Módulo 3,3,Ullam odit possimus iure distinctio laboriosam quisquam repellendus.
432,67,Módulo 4,4,Dignissimos delectus voluptatibus facilis asperiores adipisci beatae enim deserunt nesciunt.
433,67,Módulo 5,5,Aliquam adipisci dicta cupiditate suscipit quaerat excepturi mollitia debitis accusantium.
434,67,Módulo 6,6,Tenetur accusantium perspiciatis fugiat ratione beatae vel esse dolores.
435,68,Módulo 1,1,Optio velit voluptate voluptatum sunt soluta aperiam corporis unde recusandae.
436,68,Módulo 2,2,Minus possimus et inventore odio ullam quis nesciunt.
437,68,Módulo 3,3,Eos corrupti doloribus occaecati eius consectetur magni nesciunt laborum quas quos ratione.
438,68,Módulo 4,4,Aperiam magni quibusdam officia magni libero iure eum fugiat possimus quaerat libero eaque.
439,68,Módulo 5,5,Odit ratione officiis dignissimos tempora iste doloremque dolor incidunt fugiat culpa.
440,68,Módulo 6,6,Ducimus assumenda quibusdam eos maxime dolorem aliquam maiores excepturi iste.
441,68,Módulo 7,7,Illum rem et fugit debitis doloremque officia facere assumenda sapiente maiores.
442,68,Módulo 8,8,Ratione unde atque architecto alias dicta deserunt.
443,69,Módulo 1,1,Dolorum quia quisquam sapiente deleniti nobis consequuntur sequi quaerat molestiae.
444,69,Módulo 2,2,Ab error reprehenderit quos illo illo neque omnis iusto.
445,69,Módulo 3,3,Voluptatibus veritatis sint dolorem quam distinctio doloremque nesciunt mollitia iusto repellendus exercitationem.
446,69,Módulo 4,4,Est deleniti quo praesentium distinctio ipsum nam.
447,69,Módulo 5,5,Consequuntur soluta esse qui libero omnis explicabo dolorem incidunt quibusdam.
448,70,Módulo 1,1,Error nesciunt necessitatibus adipisci consequuntur voluptate voluptatibus necessitatibus reiciendis totam nemo hic.
449,70,Módulo 2,2,Dignissimos hic modi deleniti autem necessitatibus iste tempora at aut.
450,70,Módulo 3,3,Debitis repudiandae nobis ad dicta tenetur harum dignissimos enim minima iste fuga accusamus.
451,70,Módulo 4,4,Similique illum culpa beatae modi laboriosam architecto veritatis sint consectetur.
452,70,Módulo 5,5,Est repellendus optio culpa nemo est dicta quaerat.
453,70,Módulo 6,6,Eius ab consequuntur aperiam id rem minima tenetur sunt itaque nemo.
454,70,Módulo 7,7,Enim sunt itaque praesentium quae error nostrum.
455,71,Módulo 1,1,Impedit debitis nulla inventore harum omnis praesentium atque.
456,71,Módulo 2,2,Dolores sit earum occaecati eos totam.
457,71,Módulo 3,3,Tenetur illum quis commodi fuga quidem magnam quod.
458,71,Módulo 4,4,Iste ducimus magni iure asperiores possimus quibusdam fugit quia sequi id.
459,71,Módulo 5,5,Dolorum quae consequatur pariatur iure itaque.
460,71,Módulo 6,6,Molestias doloribus veniam consequuntur reprehenderit sapiente cupiditate.
461,71,Módulo 7,7,Non debitis commodi qui cumque perferendis.
462,71,Módulo 8,8,Perspiciatis corrupti facere dolor alias perferendis.
463,72,Módulo 1,1,Ipsam aliquid odio minima optio optio aut porro.
464,72,Módulo 2,2,Amet a quo quisquam ut fugiat dolores at in voluptatibus excepturi.
465,72,Módulo 3,3,Perspiciatis aperiam vero atque saepe optio quam aliquid.
466,72,Módulo 4,4,Autem eveniet natus deleniti dignissimos molestiae vel blanditiis distinctio explicabo cupiditate illo.
467,72,Módulo 5,5,Accusamus distinctio dolore omnis eius numquam aliquam suscipit illum quisquam.
468,72,Módulo 6,6,Voluptatem aut modi voluptatibus sed cupiditate vero nobis voluptatem possimus perspiciatis voluptas.
469,73,Módulo 1,1,Ex odio sunt et sed laboriosam ex.
470,73,Módulo 2,2,Totam ipsum maiores quia magnam provident accusamus accusantium quis commodi dolores incidunt doloribus.
471,73,Módulo 3,3,Animi fugiat eos corrupti dignissimos alias unde.
472,73,Módulo 4,4,Voluptates ipsam soluta consequatur et ratione aliquam recusandae impedit repellat quibusdam dolorem quasi.
473,73,Módulo 5,5,Doloribus molestiae tenetur pariatur dolorum porro quaerat non fugit eum.
474,73,Módulo 6,6,Occaecati aperiam laudantium veritatis amet voluptatibus vel commodi cupiditate molestias recusandae.
475,74,Módulo 1,1,Dolores aspernatur quam est quam doloribus debitis dolorum.
476,74,Módulo 2,2,Nemo voluptas dicta similique laboriosam veritatis facere fugiat iusto.
477,74,Módulo 3,3,Magnam quasi quis reprehenderit recusandae accusantium fugit sequi quis ullam nisi.
478,74,Módulo 4,4,Mollitia cupiditate fugit esse eligendi natus laboriosam.
479,74,Módulo 5,5,Consequatur iusto culpa deleniti accusamus magnam quas laudantium unde velit.
480,75,Módulo 1,1,Fugit est voluptates architecto suscipit voluptatibus commodi ut cum quis.
481,75,Módulo 2,2,Quo quibusdam expedita quae odio fuga animi harum incidunt.
482,75,Módulo 3,3,Doloribus alias repellat occaecati perspiciatis possimus officia ea iste.
483,75,Módulo 4,4,Ducimus nobis veritatis sapiente accusamus quo officia.
484,75,Módulo 5,5,Id nesciunt tempore maxime deleniti in rerum ducimus esse voluptas.
485,76,Módulo 1,1,Nesciunt quasi quibusdam unde sit autem nemo reiciendis repellendus eaque.
486,76,Módulo 2,2,Ut id est voluptates repellendus a architecto possimus.
487,76,Módulo 3,3,Impedit enim inventore debitis delectus consequatur laborum magnam beatae necessitatibus distinctio dicta.
488,76,Módulo 4,4,Repellat deleniti voluptatem sit ipsam totam autem odio.
489,76,Módulo 5,5,Eos fugiat eius exercitationem nesciunt labore perferendis.
490,76,Módulo 6,6,Ab eaque veritatis pariatur ratione aliquam distinctio.
491,76,Módulo 7,7,Fugiat maxime vitae eaque laborum quidem.
492,77,Módulo 1,1,Inventore fuga tempora voluptatum repellendus velit pariatur fugiat animi explicabo ex aut itaque.
493,77,Módulo 2,2,Quam suscipit consequuntur nobis sit eius praesentium repellendus fuga nulla omnis.
494,77,Módulo 3,3,Maiores optio a odit velit eum odio sit voluptas quasi perspiciatis doloremque.
495,77,Módulo 4,4,Id nostrum aspernatur incidunt ut ut voluptates sequi temporibus quasi eos deserunt.
496,77,Módulo 5,5,Sit soluta quos quaerat adipisci libero assumenda.
497,77,Módulo 6,6,Voluptates iure tempore veritatis laboriosam molestiae doloribus cupiditate velit praesentium autem voluptatibus adipisci.
498,77,Módulo 7,7,Temporibus quisquam dolore ducimus labore tempore commodi consequatur modi quas.
499,77,Módulo 8,8,Recusandae ex dolore nemo unde aperiam exercitationem.
500,78,Módulo 1,1,Omnis quos vitae ipsa doloremque ea enim beatae excepturi nihil.
501,78,Módulo 2,2,Quia blanditiis facilis sequi veritatis nemo a aperiam.
502,78,Módulo 3,3,Deleniti harum incidunt quo reiciendis ut commodi optio nihil autem ab sequi.
503,78,Módulo 4,4,Corporis velit saepe libero iste nobis corporis pariatur reiciendis praesentium.
504,78,Módulo 5,5,Eum magnam porro earum sed nemo occaecati dolor eos vitae animi repellat corrupti.
505,78,Módulo 6,6,Sed vel dolore quasi unde quod sequi quas.
506,78,Módulo 7,7,Voluptates omnis sed voluptatibus molestias excepturi perspiciatis voluptatibus quidem.
507,78,Módulo 8,8,Asperiores quas eligendi ullam praesentium molestias atque eum recusandae sint amet.
508,79,Módulo 1,1,Itaque cum consequuntur possimus enim corporis dolor quibusdam quasi.
509,79,Módulo 2,2,Facere sequi aut quos similique fugiat.
510,79,Módulo 3,3,Perspiciatis cumque animi explicabo labore veniam blanditiis maiores excepturi inventore corrupti.
511,79,Módulo 4,4,Doloribus blanditiis id esse nisi cupiditate quia quod voluptatibus perferendis at.
512,79,Módulo 5,5,Sint officiis eius officiis facilis blanditiis assumenda laudantium pariatur magni ad.
513,79,Módulo 6,6,Voluptates laboriosam possimus atque nihil fugit voluptatum praesentium error commodi eveniet quae similique.
514,80,Módulo 1,1,Delectus repellat accusantium nam modi repellat laborum maxime nesciunt quae ratione commodi.
515,80,Módulo 2,2,Vitae tempore debitis nobis debitis mollitia reiciendis commodi.
516,80,Módulo 3,3,Nemo officiis assumenda ducimus quidem assumenda commodi.
517,80,Módulo 4,4,Facilis molestias in veniam a error veniam maxime quos.
518,80,Módulo 5,5,Ipsam neque possimus minima voluptates explicabo modi distinctio aut reprehenderit dolores deleniti.
519,80,Módulo 6,6,Sequi dolor consequatur mollitia nihil eius quas in mollitia.
