id,matricula_id,valor_a_pagar,status_pagamento,criado_em,pago_em
default,516,272.25,ativa,2025-08-17 23:46:30,default
default,517,391.38,ativa,2023-12-22 16:41:47,default
default,518,119.31,ativa,2025-02-03 18:33:06,default
default,519,369.17,ativa,2024-03-07 00:46:56,default
default,520,389.27,pendente,2025-05-17 14:49:40,default
default,521,351.45,concluida,2023-12-01 05:55:05,default
default,522,145.63,ativa,2025-07-11 16:55:43,default
default,523,186.86,ativa,2025-08-24 00:59:06,default
default,524,254.04,ativa,2024-07-31 09:38:06,default
default,525,173.66,ativa,2024-12-02 19:20:38,default
default,526,57.00,ativa,2024-01-13 02:22:23,default
default,527,353.64,pendente,2024-06-11 07:20:04,default
default,528,237.10,pendente,2025-05-14 07:27:36,default
default,529,250.01,ativa,2024-03-09 22:22:52,default
default,530,479.02,ativa,2025-09-22 18:08:46,default
default,531,470.33,ativa,2024-04-15 20:38:37,default
default,532,351.45,pendente,2025-04-15 15:42:35,default
default,533,58.10,ativa,2024-10-31 10:17:04,default
default,534,57.00,concluida,2025-08-19 07:17:05,default
default,535,254.04,ativa,2024-03-23 20:25:07,default
default,536,248.82,ativa,2025-07-15 18:58:13,default
default,537,200.78,ativa,2024-04-21 11:12:55,default
default,538,353.64,pendente,2024-09-22 10:13:58,default
default,539,195.87,pendente,2025-08-11 03:48:22,default
default,540,146.94,pendente,2024-06-01 11:53:44,default
default,541,155.20,ativa,2023-11-12 19:13:37,default
default,542,389.27,cancelada,2025-09-23 10:57:21,default
default,543,366.55,pendente,2025-08-27 18:11:33,default
default,544,420.63,concluida,2025-02-27 05:17:38,default
default,545,146.94,ativa,2023-11-07 21:58:35,default
default,546,189.58,ativa,2024-02-22 00:57:57,default
default,547,86.58,ativa,2025-06-16 13:24:53,default
default,548,351.45,ativa,2024-05-25 15:03:46,default
default,549,86.58,ativa,2024-12-20 14:58:17,default
default,550,389.27,pendente,2025-04-09 03:48:53,default
default,551,461.22,ativa,2024-04-09 05:42:30,default
default,552,99.37,pendente,2024-08-12 07:43:24,default
default,553,263.93,ativa,2025-06-28 00:50:55,default
default,554,410.49,ativa,2025-04-11 10:46:15,default
default,555,145.63,pendente,2025-03-03 19:54:52,default
default,556,248.89,ativa,2024-04-25 02:34:54,default
default,557,393.07,ativa,2025-08-29 20:28:28,default
default,558,254.07,ativa,2025-01-10 21:40:19,default
default,559,72.29,ativa,2025-06-16 01:11:44,default
default,560,254.04,ativa,2025-08-09 14:09:15,default
default,561,351.45,ativa,2023-11-04 10:16:02,default
default,562,263.93,ativa,2023-10-27 12:14:32,default
default,563,72.29,ativa,2023-12-27 14:22:21,default
default,564,74.55,ativa,2023-11-12 03:33:05,default
default,565,369.17,ativa,2024-09-01 00:37:20,default
default,566,479.02,ativa,2025-06-08 04:17:42,default
default,567,479.02,pendente,2025-06-23 09:42:20,default
default,568,56.16,ativa,2025-02-28 07:14:01,default
default,569,80.77,pendente,2025-10-05 05:05:57,default
default,570,497.44,ativa,2024-09-28 12:19:34,default
default,571,146.71,ativa,2024-02-10 09:17:06,default
default,572,165.09,cancelada,2024-07-29 21:38:48,default
default,573,254.07,pendente,2023-12-21 07:34:06,default
default,574,56.16,pendente,2024-04-20 10:36:02,default
default,575,131.09,pendente,2024-02-29 15:22:47,default
default,576,438.81,ativa,2025-08-29 19:17:15,default
default,577,234.79,ativa,2024-07-09 07:49:57,default
default,578,425.70,ativa,2025-02-02 17:20:44,default
default,579,145.63,ativa,2025-06-13 22:42:39,default
default,580,425.06,ativa,2025-02-13 03:30:03,default
default,581,272.25,ativa,2025-09-17 00:51:08,default
default,582,353.64,ativa,2023-12-28 01:07:38,default
default,583,470.33,ativa,2023-12-20 11:34:37,default
default,584,263.93,ativa,2024-07-10 22:38:06,default
default,585,56.16,pendente,2024-10-24 05:46:48,default
default,586,384.97,ativa,2024-09-03 21:07:51,default
default,587,146.71,ativa,2024-02-10 03:11:10,default
default,588,263.93,cancelada,2025-04-25 13:52:12,default
default,589,351.45,pendente,2025-06-18 14:59:01,default
default,590,156.84,ativa,2023-12-25 21:27:31,default
default,591,254.07,ativa,2023-11-26 04:48:53,default
default,592,73.05,ativa,2025-08-25 13:49:55,default
default,593,410.49,pendente,2024-04-21 21:38:06,default
default,594,145.35,pendente,2025-08-08 04:48:24,default
default,595,254.04,ativa,2025-02-26 15:50:05,default
default,596,189.58,ativa,2025-08-13 23:53:36,default
default,597,78.50,ativa,2025-10-01 11:22:29,default
default,598,366.55,ativa,2024-09-03 23:31:33,default
default,599,156.84,ativa,2025-09-25 17:25:37,default
default,600,149.60,ativa,2024-02-29 22:20:03,default
